RA vs C ,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA,,RA vs C,SFN vs C,UA vs C,RA+SFN vs RA,RA+UA vs RA
ADHFE1,ADHFE1,ADHFE1,ADHFE1,ADHFE1,,0.704345754,1.15189971,-0.1675447,1.925295669,-0.156690595
ADI1,ADI1,ADI1,ADI1,ADI1,,0.28089224,0.074087039,0.011602943,0.472841333,0.333910403
ADIPOR1,ADIPOR1,ADIPOR1,ADIPOR1,ADIPOR1,,-0.10557728,0.014601987,0.06126466,-0.172583582,-0.054609363
ADIPOR2,ADIPOR2,ADIPOR2,ADIPOR2,ADIPOR2,,0.189508093,0.031889164,0.121456942,0.011670924,0.074934628
ADK,ADK,ADK,ADK,ADK,,-0.197447633,-0.051704725,-0.011412725,-0.340206117,-0.205866701
ADM,ADM,ADM,ADM,ADM,,0.294954818,-1.21567105,-0.933079446,1.188330075,0.758420507
ADM2,ADM2,ADM2,ADM2,ADM2,,-1.010238146,0.009260162,0.426412188,-1.67913948,-0.816712507
ADM5,ADM5,ADM5,ADM5,ADM5,,-0.358441851,0.212156076,0.065364248,-0.798494536,-0.264624292
ADNP,ADNP,ADNP,ADNP,ADNP,,0.072870966,-0.039950753,0.080554464,-0.207768388,-0.031268695
ADNP2,ADNP2,ADNP2,ADNP2,ADNP2,,-0.013499549,-0.046725187,0.142436901,-0.334608462,-0.249612527
ADNP-AS1,ADNP-AS1,ADNP-AS1,ADNP-AS1,ADNP-AS1,,0.662525579,0.234361871,0.214924937,-0.141146474,-0.131502263
ADO,ADO,ADO,ADO,ADO,,-0.078778951,-0.016126103,0.108428762,-0.110906696,-0.175743338
ADORA2A-AS1,ADORA2A-AS1,ADORA2A-AS1,ADORA2A-AS1,ADORA2A-AS1,,0.46487982,-0.563594353,-1.447652619,3.193228875,2.398524562
ADORA3,ADORA3,ADORA3,ADORA3,ADORA3,,1.098624693,0.163972543,0.112563219,2.030477906,1.118416643
ADPGK,ADPGK,ADPGK,ADPGK,ADPGK,,0.030525875,-0.030282456,-0.012140477,0.231297153,0.045665128
ADPGK-AS1,ADPGK-AS1,ADPGK-AS1,ADPGK-AS1,ADPGK-AS1,,0.119383254,0.064436869,-0.430579106,0.900349312,0.562023294
ADPRHL1,ADPRHL1,ADPRHL1,ADPRHL1,ADPRHL1,,-0.465579247,0.216439963,-0.089542188,0.079466599,0.279880065
ADPRHL2,ADPRHL2,ADPRHL2,ADPRHL2,ADPRHL2,,-0.34273334,0.057514901,-0.134462345,-0.119673329,-0.11437679
ADPRM,ADPRM,ADPRM,ADPRM,ADPRM,,0.053353383,0.18283157,0.035738898,0.303354256,0.060476802
ADRA2C,ADRA2C,ADRA2C,ADRA2C,ADRA2C,,0.769440782,-1.636002849,-0.546056323,1.117940747,1.414466106
ADRB1,ADRB1,ADRB1,ADRB1,ADRB1,,0.863544349,-0.370778512,-0.260654104,1.597631205,1.51564494
ADRBK1,ADRBK1,ADRBK1,ADRBK1,ADRBK1,,0.175924784,0.006111775,-0.012896135,0.313323684,0.302703442
ADRBK2,ADRBK2,ADRBK2,ADRBK2,ADRBK2,,-0.337093059,-0.016405195,0.002500371,-0.437196003,-0.283394532
ADRM1,ADRM1,ADRM1,ADRM1,ADRM1,,-0.266631119,0.049496625,-0.172291476,-0.054363512,-0.039690669
ADSL,ADSL,ADSL,ADSL,ADSL,,-0.465478299,-0.083858229,-0.040088616,-0.620041773,-0.454879518
ADSS,ADSS,ADSS,ADSS,ADSS,,-0.24961242,-0.031097293,0.015142935,-0.412349478,-0.359017394
AEBP1,AEBP1,AEBP1,AEBP1,AEBP1,,0.382417659,-0.71317071,-0.945152279,0.117940747,0.929039279
AEBP2,AEBP2,AEBP2,AEBP2,AEBP2,,0.076640344,-0.09105521,-0.004205992,-0.023609272,0.089750134
AEN,AEN,AEN,AEN,AEN,,-0.542249015,-0.135081835,-0.056896162,-0.830805211,-0.433934581
AES,AES,AES,AES,AES,,0.199372291,0.111085929,-0.13116948,0.513754119,0.386749515
AFAP1-AS1,AFAP1-AS1,AFAP1-AS1,AFAP1-AS1,AFAP1-AS1,,0.223428136,0.230174074,0.421593477,-0.374172975,-0.290149288
AFF1,AFF1,AFF1,AFF1,AFF1,,0.345226128,-0.110680469,0.091369076,0.135555648,0.167578495
AFF4,AFF4,AFF4,AFF4,AFF4,,0.722014402,0.005115778,0.150275101,0.61235149,0.42190161
AFG3L1P,AFG3L1P,AFG3L1P,AFG3L1P,AFG3L1P,,0.001168474,0.219854627,0.168445303,-0.083241778,-0.248545206
AFG3L2,AFG3L2,AFG3L2,AFG3L2,AFG3L2,,-0.254588202,-0.033582248,0.02061247,-0.412072312,-0.298629234
AFMID,AFMID,AFMID,AFMID,AFMID,,-0.592017081,0.093938543,-0.092169141,-0.780204366,-0.551458109
AFTPH,AFTPH,AFTPH,AFTPH,AFTPH,,0.236566793,0.053296312,0.063182869,0.350125808,0.084563132
AGA,AGA,AGA,AGA,AGA,,-0.075911403,0.078704795,0.175406645,-0.141445882,-0.165288104
AGAP1,AGAP1,AGAP1,AGAP1,AGAP1,,0.382417659,-0.520525632,-0.1675447,0.117940747,0.910423601
AGAP11,AGAP11,AGAP11,AGAP11,AGAP11,,0.704345754,0.871791791,0.639810222,-1.36748608,-1.449472345
AGAP2,AGAP2,AGAP2,AGAP2,AGAP2,,0.533634635,0.115179081,0.086103238,0.6820355,0.645195919
AGAP3,AGAP3,AGAP3,AGAP3,AGAP3,,-0.151688032,0.069152847,0.038617478,-0.364145954,-0.096915843
AGAP4,AGAP4,AGAP4,AGAP4,AGAP4,,-0.16168703,0.025052393,0.059649937,-0.213979119,-0.341230118
AGAP5,AGAP5,AGAP5,AGAP5,AGAP5,,-0.018832888,0.116904289,0.124388655,-0.191914515,-0.226595065
AGAP6,AGAP6,AGAP6,AGAP6,AGAP6,,-0.348080511,0.136676993,0.158452016,-0.473685484,-0.467161579
AGAP7P,AGAP7P,AGAP7P,AGAP7P,AGAP7P,,-0.718865676,0.092686346,0.238293862,-0.716584376,-0.697938278
AGAP9,AGAP9,AGAP9,AGAP9,AGAP9,,-0.417138892,0.121922364,0.084697649,-0.397336008,-0.519763198
AGBL2,AGBL2,AGBL2,AGBL2,AGBL2,,0.811260958,0.007853341,0.038906177,0.702903248,0.801489229
AGBL3,AGBL3,AGBL3,AGBL3,AGBL3,,0.244914136,0.11596717,0.095489706,-0.145093659,-0.280519182
AGBL5,AGBL5,AGBL5,AGBL5,AGBL5,,-0.203219155,0.103017459,0.084209781,-0.343119635,-0.289091116
AGER,AGER,AGER,AGER,AGER,,0.4137332,0.297771041,0.22584912,0.483949911,0.276432764
AGFG1,AGFG1,AGFG1,AGFG1,AGFG1,,0.126545562,-0.069639522,0.053803458,0.007835689,-0.002711175
AGFG2,AGFG2,AGFG2,AGFG2,AGFG2,,0.093863473,0.000891053,-0.066152368,0.25689677,0.115638703
AGGF1,AGGF1,AGGF1,AGGF1,AGGF1,,0.128125625,0.056761085,0.202429765,-0.026959429,-0.175351234
AGK,AGK,AGK,AGK,AGK,,-0.617582341,0.533922152,0.453943677,-1.396632426,-1.47861869
AGL,AGL,AGL,AGL,AGL,,0.542539486,0.003744118,0.067815854,0.537466711,0.317201072
AGO1,AGO1,AGO1,AGO1,AGO1,,1.954528802,0.127296893,0.352857552,1.681413825,1.581006134
AGO2,AGO2,AGO2,AGO2,AGO2,,-0.085788922,0.051210622,0.204770504,-0.590753127,-0.233410602
AGO3,AGO3,AGO3,AGO3,AGO3,,0.170096857,-0.08553062,0.104160197,0.097943839,0.214807802
AGO4,AGO4,AGO4,AGO4,AGO4,,0.762417364,-0.043738681,0.152893777,1.003853888,0.742069425
AGPAT1,AGPAT1,AGPAT1,AGPAT1,AGPAT1,,0.289184572,0.169363033,0.068650997,0.423395202,0.304839489
AGPAT2,AGPAT2,AGPAT2,AGPAT2,AGPAT2,,0.014547361,0.111690643,-0.108908658,0.352393117,0.286740657
AGPAT3,AGPAT3,AGPAT3,AGPAT3,AGPAT3,,0.345294169,0.089555154,0.13923697,0.304193134,0.297982602
AGPAT4,AGPAT4,AGPAT4,AGPAT4,AGPAT4,,0.97965849,0.19407215,0.354408003,0.126502761,-0.052582192
AGPAT4-IT1,AGPAT4-IT1,AGPAT4-IT1,AGPAT4-IT1,AGPAT4-IT1,,0.575062737,-0.420989958,0.610062879,-0.007590135,0.1514317
AGPAT5,AGPAT5,AGPAT5,AGPAT5,AGPAT5,,-0.199511272,-0.111750424,0.079726953,-0.605227378,-0.316269101
AGPAT6,AGPAT6,AGPAT6,AGPAT6,AGPAT6,,0.063487893,0.174207765,0.142730872,0.062960859,-0.024544246
AGPAT9,AGPAT9,AGPAT9,AGPAT9,AGPAT9,,-0.784479649,0.191986919,0.195025379,0.286817659,-0.507187842
AGPS,AGPS,AGPS,AGPS,AGPS,,0.248227391,-0.086304576,0.093405571,-0.044443545,-0.001694868
AGRN,AGRN,AGRN,AGRN,AGRN,,0.019640222,0.189483869,0.227396684,0.087825416,-0.170156797
AGTPBP1,AGTPBP1,AGTPBP1,AGTPBP1,AGTPBP1,,0.220208143,-0.017413565,0.157085266,0.183298357,-0.012611476
AGTRAP,AGTRAP,AGTRAP,AGTRAP,AGTRAP,,-0.005020389,0.259018846,-0.024535867,0.332023446,0.231496693
AHCTF1,AHCTF1,AHCTF1,AHCTF1,AHCTF1,,-0.252660782,-0.071404441,0.168275566,-0.657335638,-0.46234707
AHCTF1P1,AHCTF1P1,AHCTF1P1,AHCTF1P1,AHCTF1P1,,0.008677617,-0.006306538,0.202088772,-0.73995462,-0.482734799
AHCY,AHCY,AHCY,AHCY,AHCY,,-0.500954806,-0.220539426,-0.115359924,-0.673830498,-0.404542506
AHCYL1,AHCYL1,AHCYL1,AHCYL1,AHCYL1,,0.007253543,-0.025635921,0.159844708,-0.282873392,-0.177080537
AHCYL2,AHCYL2,AHCYL2,AHCYL2,AHCYL2,,-0.097022873,-0.127779792,0.230901246,-0.224613998,-0.145680075
AHDC1,AHDC1,AHDC1,AHDC1,AHDC1,,0.623657909,0.016879617,0.130033533,0.52033782,0.64727757
AHI1,AHI1,AHI1,AHI1,AHI1,,-0.023033791,0.049937299,0.152073234,-0.584378704,-0.450166115
AHNAK,AHNAK,AHNAK,AHNAK,AHNAK,,-1.022100217,-0.010363211,0.361534117,-1.545174617,-1.277130511
AHR,AHR,AHR,AHR,AHR,,-0.007370131,-0.160259073,0.090571073,0.348667398,-0.115706497
AHRR,AHRR,AHRR,AHRR,AHRR,,0.268907769,0.287411046,0.309478734,0.031721073,0.001602978
AHSA1,AHSA1,AHSA1,AHSA1,AHSA1,,-0.345898166,0.083360099,-0.119216831,-0.194177824,-0.146681571
AHSA2,AHSA2,AHSA2,AHSA2,AHSA2,,0.35312848,0.248181424,0.191688895,0.257497627,0.079710759
AIDA,AIDA,AIDA,AIDA,AIDA,,-0.229280655,-0.200892491,-0.103362794,-0.242308194,-0.214504221
AIF1,AIF1,AIF1,AIF1,AIF1,,-0.174369545,0.256872724,-0.090158931,0.12900199,-0.089071772
AIFM1,AIFM1,AIFM1,AIFM1,AIFM1,,-0.189113103,-0.034037185,-0.009139902,-0.239611257,-0.187741775
AIFM2,AIFM2,AIFM2,AIFM2,AIFM2,,0.684980429,0.616977892,0.771054755,0.214965202,-0.180178948
AIG1,AIG1,AIG1,AIG1,AIG1,,0.782345478,-0.011139796,-0.035275636,0.769490095,0.759957508
AIM1,AIM1,AIM1,AIM1,AIM1,,0.223256975,-0.071418477,0.069477265,-0.069887314,-0.030700256
AIM2,AIM2,AIM2,AIM2,AIM2,,3.091368877,-0.314074754,-0.283021917,4.064359707,3.610863319
AIMP1,AIMP1,AIMP1,AIMP1,AIMP1,,-0.196068468,-0.050727223,0.050497614,-0.124910882,-0.162745281
AIMP2,AIMP2,AIMP2,AIMP2,AIMP2,,-0.4341362,0.16834697,0.041247637,-0.418905787,-0.476164966
AIP,AIP,AIP,AIP,AIP,,-0.159989208,0.166240975,-0.139035263,0.297874173,0.163926244
AJUBA,AJUBA,AJUBA,AJUBA,AJUBA,,-0.064609954,-0.163899916,0.158174974,-0.283278932,-0.220280091
AK1,AK1,AK1,AK1,AK1,,1.174612774,0.751278984,0.741689836,0.87352202,0.676058538
AK2,AK2,AK2,AK2,AK2,,-0.200212881,-0.020922315,-0.048268466,-0.235197307,-0.19211431
AK3,AK3,AK3,AK3,AK3,,0.255038353,0.038164548,-0.039423273,0.354786255,0.224672274
AK4,AK4,AK4,AK4,AK4,,-1.991040736,-2.068013427,-1.608117291,-0.026449162,-0.449472345
AK6,AK6,AK6,AK6,AK6,,-0.582736948,-0.158515496,-0.185288172,-0.507542294,-0.46039544
AK9,AK9,AK9,AK9,AK9,,0.839890425,0.407738615,-0.23363389,0.988305467,1.102043673
AKAP1,AKAP1,AKAP1,AKAP1,AKAP1,,-0.19811546,-0.055015039,0.009548569,-0.498124971,-0.224274086
AKAP10,AKAP10,AKAP10,AKAP10,AKAP10,,0.34134713,0.174134514,0.101227067,0.369728448,0.153058566
AKAP11,AKAP11,AKAP11,AKAP11,AKAP11,,0.373139846,0.031384705,0.306830326,0.06736222,0.004097692
AKAP12,AKAP12,AKAP12,AKAP12,AKAP12,,-1.148097057,-1.314074754,-0.620056905,-0.545024266,0.180344392
AKAP13,AKAP13,AKAP13,AKAP13,AKAP13,,0.685580178,0.101683912,0.35079675,0.679469678,0.393695453
AKAP17A,AKAP17A,AKAP17A,AKAP17A,AKAP17A,,-0.187830161,0.061745273,0.011365682,0.012425775,0.024826201
AKAP2,AKAP2,AKAP2,AKAP2,AKAP2,,0.867844487,0.201940393,-0.1675447,-1.619024847,0.173458006
AKAP3,AKAP3,AKAP3,AKAP3,AKAP3,,-0.239070717,0.134826197,0.639810222,-1.203987348,-1.093328534
AKAP5,AKAP5,AKAP5,AKAP5,AKAP5,,-0.424937263,-0.005952459,-0.311934609,-1.129986766,-1.211973031
AKAP6,AKAP6,AKAP6,AKAP6,AKAP6,,0.230414566,-0.798059607,0.597990046,0.352406001,-0.296620856
AKAP8,AKAP8,AKAP8,AKAP8,AKAP8,,0.06825349,0.034456941,0.071247139,-0.066936541,-0.014200431
AKAP8L,AKAP8L,AKAP8L,AKAP8L,AKAP8L,,0.003405477,0.165573166,-0.03471983,0.207603623,0.178952627
AKAP9,AKAP9,AKAP9,AKAP9,AKAP9,,0.218604852,0.106589612,0.322592783,-0.023925399,-0.151056939
AKIP1,AKIP1,AKIP1,AKIP1,AKIP1,,0.23802775,0.277969314,0.014542186,0.423732167,0.368440769
AKIRIN1,AKIRIN1,AKIRIN1,AKIRIN1,AKIRIN1,,0.105430667,-0.044681708,-0.017803782,0.129143387,0.149027785
AKIRIN2,AKIRIN2,AKIRIN2,AKIRIN2,AKIRIN2,,0.015399806,0.093809281,-0.09587749,0.275713823,0.151741946
AKNA,AKNA,AKNA,AKNA,AKNA,,0.594816615,0.097532121,0.200964741,0.804302059,0.555704614
AKR1A1,AKR1A1,AKR1A1,AKR1A1,AKR1A1,,-0.378048134,0.048095488,-0.01356984,-0.298836406,-0.303223325
AKR1B1,AKR1B1,AKR1B1,AKR1B1,AKR1B1,,0.060489564,-0.257491226,-0.097155372,0.24918528,-0.896931322
AKR1C1,AKR1C1,AKR1C1,AKR1C1,AKR1C1,,0.497894877,-0.71317071,-0.752507201,2.287865749,1.843309405
AKR1C3,AKR1C3,AKR1C3,AKR1C3,AKR1C3,,3.215307674,0.764876587,-0.582582199,4.31433796,4.050904824
AKR7A2,AKR7A2,AKR7A2,AKR7A2,AKR7A2,,0.042615926,-0.031352401,-0.108033287,0.208886958,0.426576943
AKR7A2P1,AKR7A2P1,AKR7A2P1,AKR7A2P1,AKR7A2P1,,1.382417659,0.742508774,1.93679196,-2.500969085,-0.746454082
AKR7L,AKR7L,AKR7L,AKR7L,AKR7L,,-1.058154932,0.275940974,-0.1675447,-0.223096171,-0.890044936
AKT1,AKT1,AKT1,AKT1,AKT1,,0.148902777,0.214715024,0.031604221,0.298711725,0.173952778
AKT1S1,AKT1S1,AKT1S1,AKT1S1,AKT1S1,,-0.208585444,0.202914282,-0.084896503,0.013018921,-0.110367459
AKT2,AKT2,AKT2,AKT2,AKT2,,-0.076462013,0.025795604,0.026001781,-0.152553599,-0.030430419
AKT3,AKT3,AKT3,AKT3,AKT3,,0.382417659,0.395082181,0.417417801,-0.003621233,-0.008439637
AKTIP,AKTIP,AKTIP,AKTIP,AKTIP,,0.087195127,0.001472911,-0.068351343,0.212995998,0.057363376
ALAD,ALAD,ALAD,ALAD,ALAD,,0.257144932,0.091864021,0.094069031,0.317306868,0.236867177
ALAS1,ALAS1,ALAS1,ALAS1,ALAS1,,1.948823961,0.226865703,-0.101439735,2.699702685,2.141143949
ALCAM,ALCAM,ALCAM,ALCAM,ALCAM,,-0.350489978,-0.122559172,0.11147083,-0.313170236,-0.576324091
ALDH16A1,ALDH16A1,ALDH16A1,ALDH16A1,ALDH16A1,,0.187924157,0.137374896,0.049030395,0.462424967,0.32068396
ALDH18A1,ALDH18A1,ALDH18A1,ALDH18A1,ALDH18A1,,-0.323381393,-0.056447264,0.020805727,-0.584795331,-0.411497512
ALDH1A3,ALDH1A3,ALDH1A3,ALDH1A3,ALDH1A3,,-0.594498728,-0.069580479,0.40964045,-1.369046594,-1.035995359
ALDH1B1,ALDH1B1,ALDH1B1,ALDH1B1,ALDH1B1,,-0.588384249,-0.047422626,-0.051987875,-0.759197631,-0.535932502
ALDH1L1,ALDH1L1,ALDH1L1,ALDH1L1,ALDH1L1,,-0.204019236,-0.050549218,-0.008632064,-0.160753643,0.042539136
ALDH1L2,ALDH1L2,ALDH1L2,ALDH1L2,ALDH1L2,,-0.328075723,-0.405048414,-0.878038083,0.117940747,0.663985705
ALDH2,ALDH2,ALDH2,ALDH2,ALDH2,,-0.269659037,-0.553692496,-0.189571006,0.139967054,-0.231525828
ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,ALDH3A2,,-0.230723375,-0.114796552,0.031295946,-0.366319559,-0.232633816
ALDH3B1,ALDH3B1,ALDH3B1,ALDH3B1,ALDH3B1,,0.243014603,0.223473554,0.199237631,0.738903265,0.198852217
ALDH4A1,ALDH4A1,ALDH4A1,ALDH4A1,ALDH4A1,,-0.14199399,0.093365741,0.003361547,-0.081792906,0.0201739
ALDH5A1,ALDH5A1,ALDH5A1,ALDH5A1,ALDH5A1,,-0.557345116,-0.125200815,0.142372782,-0.918349529,-0.605462904
ALDH6A1,ALDH6A1,ALDH6A1,ALDH6A1,ALDH6A1,,0.161274866,-0.041901449,0.419915975,0.063684951,0.003986754
ALDH9A1,ALDH9A1,ALDH9A1,ALDH9A1,ALDH9A1,,-0.19571146,-0.064132825,0.02681176,-0.338594174,-0.270221208
ALDOA,ALDOA,ALDOA,ALDOA,ALDOA,,-0.072687832,-0.066189923,-0.236664085,0.159985973,0.111741335
ALDOB,ALDOB,ALDOB,ALDOB,ALDOB,,-0.03261984,0.234361871,-0.582582199,2.056540203,1.357882577
ALDOC,ALDOC,ALDOC,ALDOC,ALDOC,,-0.582249268,-0.653119241,-0.640703302,-0.227977769,-0.077340574
ALG1,ALG1,ALG1,ALG1,ALG1,,-0.356402299,-0.031826374,-0.035484598,-0.35775305,-0.229999974
ALG10,ALG10,ALG10,ALG10,ALG10,,0.106106825,0.116707616,0.259829459,-0.148099559,-0.059978468
ALG10B,ALG10B,ALG10B,ALG10B,ALG10B,,0.191101642,-0.076405779,0.160575229,-0.060038832,0.025412499
ALG11,ALG11,ALG11,ALG11,ALG11,,0.061488315,-0.026276695,0.421408661,-0.269900114,-0.327754716
ALG12,ALG12,ALG12,ALG12,ALG12,,-0.087802755,0.094379184,-0.011486745,0.040890666,-0.032078725
ALG13,ALG13,ALG13,ALG13,ALG13,,-0.222050212,0.070730968,0.096840755,-0.211886363,-0.246566912
ALG14,ALG14,ALG14,ALG14,ALG14,,-0.061927672,0.051188888,-0.11828348,-0.03519565,-0.015946619
ALG1L2,ALG1L2,ALG1L2,ALG1L2,ALG1L2,,0.092911042,0.692468092,0.460486523,-1.647593999,-1.729580264
ALG1L9P,ALG1L9P,ALG1L9P,ALG1L9P,ALG1L9P,,-1.617582341,-0.180675629,-0.21334839,-0.58832805,-0.060260833
ALG2,ALG2,ALG2,ALG2,ALG2,,-0.191740274,0.058562696,0.054763973,-0.174640014,-0.275209983
ALG3,ALG3,ALG3,ALG3,ALG3,,-0.372340834,0.042178715,-0.072295238,-0.273712582,-0.272701609
ALG5,ALG5,ALG5,ALG5,ALG5,,-0.3078379,0.015072461,0.02199802,-0.297250944,-0.181282016
ALG6,ALG6,ALG6,ALG6,ALG6,,-0.043161,0.017862978,0.024384104,0.111238319,-0.132299766
ALG8,ALG8,ALG8,ALG8,ALG8,,-0.075069626,0.118380139,0.129063697,-0.100102035,-0.140768324
ALG9,ALG9,ALG9,ALG9,ALG9,,-0.017959533,-0.019965002,0.024095366,-0.302266865,-0.081283193
ALK,ALK,ALK,ALK,ALK,,-1.03261984,-2.935563131,-0.708113081,0.243471629,0.035954483
ALKBH1,ALKBH1,ALKBH1,ALKBH1,ALKBH1,,-0.363248723,-0.132163669,-0.174065367,-0.164503142,-0.141136407
ALKBH2,ALKBH2,ALKBH2,ALKBH2,ALKBH2,,-0.476109915,0.109928253,-0.148929022,-0.504496459,-0.339354709
ALKBH3,ALKBH3,ALKBH3,ALKBH3,ALKBH3,,-0.281129288,-0.058039103,-0.034259501,-0.321020656,-0.162240226
ALKBH3-AS1,ALKBH3-AS1,ALKBH3-AS1,ALKBH3-AS1,ALKBH3-AS1,,-0.547193013,-1.798059607,-2.319547793,1.340333169,1.258346904
ALKBH4,ALKBH4,ALKBH4,ALKBH4,ALKBH4,,-0.383603334,-0.04931954,-0.188356105,-0.208618796,-0.023196119
ALKBH5,ALKBH5,ALKBH5,ALKBH5,ALKBH5,,-0.21214778,-0.013346714,-0.04534877,-0.242119013,-0.102092288
ALKBH6,ALKBH6,ALKBH6,ALKBH6,ALKBH6,,0.08516501,0.271624971,-0.232177906,0.864787853,0.559588288
ALKBH7,ALKBH7,ALKBH7,ALKBH7,ALKBH7,,-0.151264336,-0.068013427,-0.181053923,0.033269577,0.140643877
ALKBH8,ALKBH8,ALKBH8,ALKBH8,ALKBH8,,-0.200569899,-0.030870091,0.241551699,-0.536121765,-0.501190278
ALMS1,ALMS1,ALMS1,ALMS1,ALMS1,,0.146536756,-0.002544142,0.414991691,-0.532162759,-0.320757253
ALMS1-IT1,ALMS1-IT1,ALMS1-IT1,ALMS1-IT1,ALMS1-IT1,,1.038463258,0.479474368,0.765341104,-0.537411081,-0.297469251
ALMS1P,ALMS1P,ALMS1P,ALMS1P,ALMS1P,,0.382417659,0.64939937,0.758454719,0.117940747,-0.042048029
ALOX12,ALOX12,ALOX12,ALOX12,ALOX12,,1.00534801,1.020493522,-0.030041176,1.516490124,1.185332107
ALOX12-AS1,ALOX12-AS1,ALOX12-AS1,ALOX12-AS1,ALOX12-AS1,,0.079854889,0.737626553,-0.1675447,0.995950223,1.035954483
ALOX12B,ALOX12B,ALOX12B,ALOX12B,ALOX12B,,-1.120082681,-0.295105518,0.011778999,-1.448406075,-0.707270102
ALOX5AP,ALOX5AP,ALOX5AP,ALOX5AP,ALOX5AP,,3.489894365,0.785523372,0.057521856,4.099503499,3.464028793
ALPK1,ALPK1,ALPK1,ALPK1,ALPK1,,0.54563583,-0.273287315,-0.025525695,0.788876471,0.463984002
ALPK3,ALPK3,ALPK3,ALPK3,ALPK3,,0.96738016,0.938905987,1.247492799,0.872828249,-0.379083017
ALS2,ALS2,ALS2,ALS2,ALS2,,-0.286575788,0.047680641,0.154605502,-0.573697804,-0.454455752
ALS2CR12,ALS2CR12,ALS2CR12,ALS2CR12,ALS2CR12,,0.01984758,0.924259211,-0.398870246,1.05381041,0.797794745
ALX3,ALX3,ALX3,ALX3,ALX3,,0.091186362,0.395642778,0.224033826,-0.098551073,-0.402929759
ALYREF,ALYREF,ALYREF,ALYREF,ALYREF,,-0.228672126,0.096988518,-0.159366797,-0.019586076,0.030936408
AMACR,AMACR,AMACR,AMACR,AMACR,,0.160025238,0.811670799,-0.116918627,-0.418112153,-0.01467159
AMBRA1,AMBRA1,AMBRA1,AMBRA1,AMBRA1,,-0.157594548,-0.077403605,-0.006485582,-0.120467281,-0.008939636
AMD1,AMD1,AMD1,AMD1,AMD1,,0.002798279,-0.089266306,0.038141389,-0.284766112,-0.137790638
AMDHD1,AMDHD1,AMDHD1,AMDHD1,AMDHD1,,-0.245613563,0.298902123,-0.348116946,1.340333169,0.3769914
AMDHD2,AMDHD2,AMDHD2,AMDHD2,AMDHD2,,-0.313210961,-0.007322757,-0.021030624,-0.361449308,-0.230015961
AMER1,AMER1,AMER1,AMER1,AMER1,,-0.283356887,-0.146771814,0.230755776,-1.204595951,-0.712823192
AMFR,AMFR,AMFR,AMFR,AMFR,,-0.177529525,0.006990025,0.061571398,-0.09625894,-0.134048521
AMH,AMH,AMH,AMH,AMH,,-0.186947986,0.246852815,-0.061750036,0.091468536,-0.060461849
AMICA1,AMICA1,AMICA1,AMICA1,AMICA1,,1.419892365,-0.183490644,-0.508581618,3.360797271,1.829503605
AMIGO3,AMIGO3,AMIGO3,AMIGO3,AMIGO3,,0.015719694,0.256280227,0.18859911,-0.060462408,0.080348602
AMMECR1,AMMECR1,AMMECR1,AMMECR1,AMMECR1,,0.089265941,-0.062535987,0.137158885,-0.257152166,-0.177622784
AMMECR1L,AMMECR1L,AMMECR1L,AMMECR1L,AMMECR1L,,-0.141618696,-0.059921623,0.076262825,-0.316236909,-0.189753128
AMN1,AMN1,AMN1,AMN1,AMN1,,0.338474312,0.508043521,0.083416874,0.362674336,0.340809064
AMOTL1,AMOTL1,AMOTL1,AMOTL1,AMOTL1,,-0.939510436,-0.087566224,-1.030041176,-0.341490871,0.576522864
AMPD2,AMPD2,AMPD2,AMPD2,AMPD2,,-0.02656717,0.054749314,0.091461127,-0.204064931,-0.035614558
AMPD3,AMPD3,AMPD3,AMPD3,AMPD3,,0.573327686,0.137842811,-0.04052829,0.971974043,0.861599329
AMPH,AMPH,AMPH,AMPH,AMPH,,-2.077013959,-0.732029737,-0.511499101,-1.260570876,0.035954483
AMT,AMT,AMT,AMT,AMT,,0.867844487,0.912433776,0.095489706,-0.467021754,1.035954483
AMY2B,AMY2B,AMY2B,AMY2B,AMY2B,,-0.274694627,-0.35451568,-0.302704283,0.365868261,0.074089611
AMZ2,AMZ2,AMZ2,AMZ2,AMZ2,,-0.16472916,-0.094761726,-0.005381074,-0.183056981,-0.209640231
AMZ2P1,AMZ2P1,AMZ2P1,AMZ2P1,AMZ2P1,,0.035398584,-0.360584719,0.111977829,0.258421971,-0.074748982
ANAPC1,ANAPC1,ANAPC1,ANAPC1,ANAPC1,,-0.023055456,-0.04318312,0.200992446,-0.478916796,-0.191069795
ANAPC10,ANAPC10,ANAPC10,ANAPC10,ANAPC10,,-0.049788972,-0.030480802,-0.050446607,-0.129899985,0.013564973
ANAPC11,ANAPC11,ANAPC11,ANAPC11,ANAPC11,,0.173974797,0.040518242,-0.078687154,0.492625902,0.382609928
ANAPC13,ANAPC13,ANAPC13,ANAPC13,ANAPC13,,-0.110261159,0.09380265,-0.02856414,-0.133844088,-0.126378459
ANAPC15,ANAPC15,ANAPC15,ANAPC15,ANAPC15,,-0.143733949,0.208136659,0.000308951,-0.06238585,0.116572943
ANAPC16,ANAPC16,ANAPC16,ANAPC16,ANAPC16,,0.078160591,0.087117258,-0.003760899,0.35020173,0.162699516
ANAPC1P1,ANAPC1P1,ANAPC1P1,ANAPC1P1,ANAPC1P1,,2.098624693,1.427006949,1.979296688,-2.028900641,-2.333279327
